Id,Attrition
1,0.638730436272782
2,0.38226679665129054
3,0.32898543255194534
4,0.3868630558769855
5,0.22268675359123488
6,0.27473411065904346
7,0.7408239442262234
8,0.2573953608758526
9,0.6743208557926873
10,0.34714145885661407
11,0.25541377307136603
12,0.6847290466985564
13,0.4041849885503994
14,0.48419003760026186
15,0.26781240915936855
16,0.6168620802949428
17,0.5580957335493821
18,0.5132110114879757
19,0.2678235871338992
20,0.23219173060462525
21,0.27634447324984657
22,0.5642258436625219
23,0.32813072208886235
24,0.39198903528620815
25,0.28872235032317656
26,0.20527672102880898
27,0.2656246101684895
28,0.21348059875055483
29,0.6986514004936547
30,0.5179780766879625
31,0.5543214927026305
32,0.43967933168775386
33,0.6644495748127961
34,0.2906626611070045
35,0.20858900756463092
36,0.31831662856793114
37,0.2988234726059065
38,0.21549179891544393
39,0.42621680051885535
40,0.2480807830051487
41,0.693039085366161
42,0.5679618167444582
43,0.2534749990542009
44,0.4118020075581425
45,0.23724814218107781
46,0.354601579409385
47,0.6433245828182762
48,0.3906877223291974
49,0.17940381456085655
50,0.241407717986011
51,0.40053505610280754
52,0.2304635555749427
53,0.4077559861218916
54,0.8105324819786636
55,0.4119062402660041
56,0.5424524204986759
57,0.2966042864471135
58,0.589391762979953
59,0.3155883252130128
60,0.23568302791296736
61,0.46940933265804563
62,0.40226613636054054
63,0.40394365204224664
64,0.1674192626197298
65,0.5729155925201216
66,0.3094639529931656
67,0.4047891427396232
68,0.2861287446283308
69,0.6694070248763798
70,0.36821722973754273
71,0.5131629235958287
72,0.26896896704184536
73,0.4669158005427393
74,0.6226988823161062
75,0.3460023399045288
76,0.4248821374886595
77,0.562547814873522
78,0.5
79,0.41638032877086234
80,0.7409643789640445
81,0.3804480302525457
82,0.3220047324461573
83,0.4448096899125312
84,0.23239699456955024
85,0.5867468612291914
86,0.29339637284249914
87,0.5428645318132441
88,0.4269571142727519
89,0.26075613784423973
90,0.7292148448256696
91,0.2834907411124744
92,0.3126072629984605
93,0.6107694537273072
94,0.40249382679005763
95,0.6280028698784916
96,0.4507142867143923
97,0.5
98,0.29896460797315283
99,0.20197735125600336
100,0.18916088320630203
101,0.5258601805904118
102,0.2699752276718584
103,0.5167725801484746
104,0.24914020646381305
105,0.5076332034551798
106,0.3333304140218651
107,0.30712797887298404
108,0.45990457267539264
109,0.3019095679552205
110,0.2310305077102467
111,0.5751389667630145
112,0.24091127563547465
113,0.5
114,0.41375891323528907
115,0.27444652126510766
116,0.2089811632620698
117,0.3584583325631341
118,0.23104032703547323
119,0.46067514339554416
120,0.4839799598363096
121,0.8435006518799969
122,0.4327670577363121
123,0.2629399114429844
124,0.3120127255920716
125,0.5
126,0.18301660437618114
127,0.5327749286363481
128,0.384357621818781
129,0.7175598676344236
130,0.5079858022359689
131,0.29074659051272295
132,0.2919216749858076
133,0.35478128941471454
134,0.44669127028759614
135,0.25067412513341336
136,0.3350567857662849
137,0.844904261742468
138,0.44652528235629274
139,0.36474966542438564
140,0.2259509320462915
141,0.47999216421023216
142,0.3348172037498535
143,0.2966665551743082
144,0.24485910777922584
145,0.6622402740163955
146,0.6755454355820785
147,0.32197769119965447
148,0.7771723095908643
149,0.34116629654396174
150,0.41717959162196183
151,0.7131478429223156
152,0.42557603019659707
153,0.2766245037055832
154,0.7848267903727437
155,0.5772284248010261
156,0.527741265215706
157,0.314958888046751
158,0.3098500244830554
159,0.45116913035477896
160,0.2111017356598805
161,0.39225134585658117
162,0.3811039450887257
163,0.2239364243506353
164,0.37461723802933816
165,0.4014877131118207
166,0.42206329279694194
167,0.7177349177839721
168,0.21937165007247506
169,0.2402458128325082
170,0.6063032445850455
171,0.4255091903124139
172,0.25204835033347
173,0.36878270622572573
174,0.41779164620396925
175,0.3299498061727262
176,0.5122748232125881
177,0.5553645310338943
178,0.366957216804615
179,0.2454292824440006
180,0.7499149882271179
181,0.8430436987683264
182,0.34122034343122337
183,0.7712798883087215
184,0.3194088709432238
185,0.5941973115841915
186,0.22783362526983136
187,0.2417533706516756
188,0.22330769252074048
189,0.3011289800653997
190,0.33539865988930967
191,0.6985983164188333
192,0.5442886486209131
193,0.19165984002838274
194,0.6668521376081589
195,0.35519152890143385
196,0.6510405126399343
197,0.3739782029309589
198,0.4623898292942519
199,0.2681040459819413
200,0.4713197518169666
201,0.6051748181527135
202,0.7316697185148128
203,0.4306748411028964
204,0.48275116785285815
205,0.7089770097129535
206,0.2802013668839078
207,0.343833165018199
208,0.727934914267918
209,0.4866883990979589
210,0.5826385221001444
211,0.5
212,0.5505986207934885
213,0.38136703325609267
214,0.5233417172660559
215,0.7334831347941395
216,0.7901564491487301
217,0.5570406645344456
218,0.36129071619130454
219,0.4120077666988503
220,0.31195897500696557
221,0.6025162139449578
222,0.26114046384785977
223,0.5323927611180562
224,0.6660125561308495
225,0.5624904542254916
226,0.3780300865647086
227,0.721313375485219
228,0.32764971416421523
229,0.2721423707722678
230,0.34032484048280826
231,0.5534050432271814
232,0.3606422909814949
233,0.720309275936963
234,0.7560173969258583
235,0.1992496557870859
236,0.3431237988034778
237,0.37160856357255967
238,0.2400555900002444
239,0.6311275091911708
240,0.39638912570446594
241,0.44714725065689764
242,0.3310498056300561
243,0.33147295569586216
244,0.5595416197814901
245,0.31486323484584977
246,0.2355952826503162
247,0.4105452671981532
248,0.44724197707498425
249,0.18197494743282228
250,0.36197323586604896
251,0.5611928687046306
252,0.44535796980789316
253,0.4562336043567492
254,0.5553136830977247
255,0.34578872700222374
256,0.6940257470108605
257,0.21973662051800746
258,0.5551673408263894
259,0.27768617286699654
260,0.35286263308219307
261,0.4560384055601781
262,0.4604613521623463
263,0.31158407035104363
264,0.597212674570722
265,0.5187204997231315
266,0.22491496016818174
267,0.4866248470840543
268,0.5200393389206676
269,0.5315960466572508
270,0.2664154042709458
271,0.3011699863066206
272,0.4190837228891107
273,0.6878922754639117
274,0.5993120370894953
275,0.6583776544207277
276,0.5880652079701549
277,0.6359289653171561
278,0.4460403314659663
279,0.2869987698256111
280,0.38695686089148634
281,0.3200735561334306
282,0.38798150002662224
283,0.2781075414991341
284,0.29018264544710426
285,0.4132205081945011
286,0.757785747344033
287,0.5446415896839242
288,0.6904573727487845
289,0.38925264351139444
290,0.686276961495428
291,0.6027289676663147
292,0.38780716435474233
293,0.39491555266798034
294,0.4540259834418913
295,0.2689240101853833
296,0.4695675618994485
297,0.7068322397877561
298,0.2897281125146164
299,0.805740136519146
300,0.5302421257164179
301,0.3769866835664425
302,0.198920477712209
303,0.34190186410996415
304,0.7719205851477536
305,0.3007102803435357
306,0.40358421682707946
307,0.5375529629587907
308,0.23900357633143973
309,0.49351986217788923
310,0.5395218732417919
311,0.4093120464313518
312,0.3122729004725621
313,0.45959795930234
314,0.4158613425090843
315,0.3630647876292001
316,0.5681557134032372
317,0.6027981446394134
318,0.5482836567824791
319,0.3103439715692488
320,0.7331047468807577
321,0.4533202144685573
322,0.3201270877802467
323,0.22838114257301623
324,0.30613039374094403
325,0.7822923058259901
326,0.24433711520434429
327,0.42417856792958447
328,0.7565992851087802
329,0.6896071072680715
330,0.7470607024793525
331,0.6139179287544482
332,0.5904133770537751
333,0.5832619422576476
334,0.284000819430243
335,0.35050064620929405
336,0.24495257037232251
337,0.433633025674013
338,0.2679343355528127
339,0.5248796530297903
340,0.5
341,0.6127562696189538
342,0.764972234868535
343,0.1933744069911785
344,0.5861784272581577
345,0.6767330604247772
346,0.5646693083493196
347,0.5432873612226603
348,0.22838711012244453
349,0.30080620814702125
350,0.3678996404189341
351,0.33766351104184494
352,0.3655651933675817
353,0.44245820000898334
354,0.3827434188812112
355,0.3732355686248712
356,0.4651572603745296
357,0.6369598632135243
358,0.31363520407357015
359,0.4421762803146238
360,0.7386862273828898
361,0.22478747133371382
362,0.24241732734639673
363,0.28180121265806135
364,0.23643084295022834
365,0.692198768099786
366,0.44084779137706737
367,0.3019858295201305
368,0.5237112071386267
369,0.34751557809259315
370,0.4861807645922906
371,0.4104579283740895
372,0.2420186512115776
373,0.35284281831000114
374,0.7710197516798264
375,0.30349699728449336
376,0.2967367845580327
377,0.489497274535545
378,0.3762304343878056
379,0.7017714386467641
380,0.2933456920719375
381,0.64797232816386
382,0.3516513103300141
383,0.22778008122387744
384,0.35442586524516734
385,0.6192910489470349
386,0.5677966248747321
387,0.7564920744227772
388,0.5463613867051269
389,0.2416600934955446
390,0.8239739201888122
391,0.29169710760596046
392,0.16926020949691653
393,0.5832501288099295
394,0.545074088731141
395,0.31335313679693005
396,0.5181590692810906
397,0.5196204729887309
398,0.2429346688756552
399,0.27590185243704035
400,0.341388388282544
401,0.2866055780522761
402,0.20376530034337514
403,0.2626226973064626
404,0.35652053978537
405,0.7144983158706847
406,0.2992773758725446
407,0.5754230320435885
408,0.4476955832147239
409,0.3884630952956707
410,0.29484352851781126
411,0.4753615276949959
412,0.30913450476346865
413,0.44059767326717086
414,0.6138264579424023
415,0.4185495943271665
416,0.18740962690968044
417,0.6503154337838893
418,0.4198789433631583
419,0.20109210093252858
420,0.6259541461730423
421,0.33976565683202137
422,0.6209388800555838
423,0.16677862121979573
424,0.2610408482430773
425,0.26190699516968535
426,0.24794112150437256
427,0.34038658187981696
428,0.537223403194826
429,0.48745980671659445
430,0.18844022714932857
431,0.416922439446217
432,0.25927092484340564
433,0.5074045733904516
434,0.3300902293340795
435,0.4868769398008235
436,0.28481694185379197
437,0.35724283549523095
438,0.26416724961855986
439,0.24213571468182946
440,0.41686633617720725
441,0.5
442,0.2801927832641519
443,0.39737892073273495
444,0.23872869606936867
445,0.26169983118105683
446,0.40635137514232256
447,0.4721709388457426
448,0.4395821961330387
449,0.30022998205425067
450,0.23598183906031614
451,0.22492443449641616
452,0.265085705515059
453,0.7242071889845669
454,0.42456594062681835
455,0.29021017297721924
456,0.25279793929125766
457,0.5
458,0.4129363821253316
459,0.5123332431192632
460,0.3404266621987509
461,0.18370979049027697
462,0.34683926972145773
463,0.6054124731159107
464,0.445628805322063
465,0.7739991099580968
466,0.6919064180533396
467,0.8460115123859311
468,0.6122529352355597
469,0.4493154920276431
470,0.3812631795896484
